"Approach","Count","Page Size","Mean (in microseconds)","p99 (in microseconds)","p95 (in microseconds)","p50 (in microseconds)"
80
"skiplimit",525,80,407.25299290248324,422.3187764485677,422.3187764485677,390.3706868489583
"idlimit",525,80,412.8842126755487,428.12029520670575,428.12029520670575,421.0472106933594
90
"skiplimit",525,90,425.7096184624566,444.57117716471356,444.57117716471356,416.5172576904297
"idlimit",525,90,435.6569714016385,448.6242930094401,448.6242930094401,444.491704305013
100
"skiplimit",525,100,430.17334408230255,456.4921061197917,456.4921061197917,420.0935363769531
"idlimit",525,100,437.8954569498698,471.43300374348956,471.43300374348956,462.2141520182292
530
10
"skiplimit",530,10,315.4877596681223,364.62148030598956,363.98569742838544,314.0767415364583
"idlimit",530,10,293.0224316674958,308.9110056559245,305.01683553059894,291.0296122233073
20
"skiplimit",530,20,336.88250883125966,375.98609924316406,374.15822347005206,333.2297007242839
"idlimit",530,20,313.1937097620081,330.4481506347656,317.2556559244792,311.77202860514325
30
"skiplimit",530,30,345.77758223922166,387.5891367594401,387.5891367594401,343.64064534505206
"idlimit",530,30,332.95596087420427,338.47490946451825,338.47490946451825,331.878662109375
40
"skiplimit",530,40,362.08402542840867,397.5232442220052,397.5232442220052,355.1642100016276
"idlimit",530,40,348.4146935599191,360.409418741862,360.409418741862,352.0647684733073
50
"skiplimit",530,50,374.9890760941939,406.9010416666667,406.9010416666667,361.7604573567708
"idlimit",530,50,373.7536343661221,399.3511199951172,399.3511199951172,370.97930908203125
60
"skiplimit",530,60,386.73259593822337,420.64984639485675,420.64984639485675,370.34352620442706
"idlimit",530,60,384.6751319037544,390.84752400716144,390.84752400716144,387.1917724609375
70
"skiplimit",530,70,400.5531469980876,417.2325134277344,417.2325134277344,393.15223693847656
"idlimit",530,70,403.1062126159668,421.0472106933594,421.0472106933594,407.29840596516925
80
"skiplimit",530,80,412.3846689860026,425.10032653808594,425.10032653808594,398.556391398112
"idlimit",530,80,415.91553460984,430.10711669921875,430.10711669921875,424.9413808186849
90
"skiplimit",530,90,425.2327813042534,452.121098836263,452.121098836263,411.3515218098958
"idlimit",530,90,496.42721811930335,460.62469482421875,460.62469482421875,444.8890686035156
100
"skiplimit",530,100,430.6501812405057,457.52525329589844,457.52525329589844,411.2720489501953
"idlimit",530,100,438.30606672498914,475.80401102701825,475.80401102701825,463.32677205403644
535
10
"skiplimit",535,10,317.4042996065116,367.6414489746094,365.97251892089844,316.38145446777344
"idlimit",535,10,291.13999119511357,305.01683553059894,302.0763397216797,290.07593790690106
20
"skiplimit",535,20,334.6925900306231,378.2908121744792,376.3039906819661,331.64024353027344
"idlimit",535,20,311.77202860514325,327.82554626464844,325.3618876139323,310.818354288737
30
"skiplimit",535,30,345.6583729496709,388.5428110758464,388.5428110758464,346.6606140136719
"idlimit",535,30,333.1458127057111,342.36907958984375,342.36907958984375,332.03760782877606
40
"skiplimit",535,40,360.2050599597749,395.5364227294922,395.5364227294922,355.4821014404297
"idlimit",535,40,350.106330144973,365.17779032389325,365.17779032389325,349.20374552408856
50
"skiplimit",535,50,390.0889194372928,414.92780049641925,414.92780049641925,355.3231557210286
"idlimit",535,50,366.70222426905775,377.49608357747394,377.49608357747394,368.6745961507161
60
"skiplimit",535,60,386.3528922752098,423.11350504557294,423.11350504557294,372.012456258138
"idlimit",535,60,388.5251504403574,398.715337117513,398.715337117513,386.4765167236328
70
"skiplimit",535,70,399.05309677124023,434.63706970214844,434.63706970214844,387.35071818033856
"idlimit",535,70,398.0398178100586,412.94097900390625,412.94097900390625,403.9605458577474
80
"skiplimit",535,80,428.71066502162387,436.703364054362,436.703364054362,410.39784749348956
"idlimit",535,80,422.3301297142392,447.1143086751302,447.1143086751302,425.7361094156901
90
"skiplimit",535,90,435.4450437757704,450.9290059407552,450.9290059407552,424.9413808186849
"idlimit",535,90,435.70995330810547,445.7632700602214,445.7632700602214,441.8690999348958
100
"skiplimit",535,100,436.001353793674,450.9290059407552,450.9290059407552,419.85511779785156
"idlimit",535,100,444.1473219129774,478.1087239583333,478.1087239583333,464.6778106689453
540
10
"skiplimit",540,10,317.7163041668174,368.8335418701172,365.97251892089844,318.36827596028644
"idlimit",540,10,303.56277654200426,317.9709116617839,313.04359436035156,302.5531768798828
20
"skiplimit",540,20,332.8558839397666,384.5691680908203,380.1186879475911,327.3487091064453
"idlimit",540,20,313.06125499584056,333.3886464436849,317.57354736328125,312.1693929036458
30
"skiplimit",540,30,349.5966946637189,400.6226857503255,400.6226857503255,343.7201182047526
"idlimit",540,30,333.3533251727069,337.0443979899089,337.0443979899089,331.3223520914714
40
"skiplimit",540,40,362.80495779854914,398.87428283691406,398.87428283691406,361.8399302164714
"idlimit",540,40,348.80638122558594,355.1642100016276,355.1642100016276,350.8726755777995
50
"skiplimit",540,50,380.68944757634944,430.10711669921875,430.10711669921875,366.8467203776042
"idlimit",540,50,369.2887046120384,373.60191345214844,373.60191345214844,369.5487976074219
60
"skiplimit",540,60,388.3838653564453,425.418217976888,425.418217976888,373.9198048909505
"idlimit",540,60,385.45219986527053,391.6422526041667,391.6422526041667,384.5691680908203
70
"skiplimit",540,70,397.7815310160319,425.8155822753906,425.8155822753906,388.14544677734375
"idlimit",540,70,404.60626284281415,420.8087921142578,420.8087921142578,410.95415751139325
80
"skiplimit",540,80,417.9250626336961,439.4849141438802,439.4849141438802,401.7353057861328
"idlimit",540,80,421.9895317440941,434.71654256184894,434.71654256184894,428.4381866455078
90
"skiplimit",540,90,427.37854851616754,451.4853159586589,451.4853159586589,414.4509633382161
"idlimit",540,90,444.57117716471356,461.1810048421224,461.1810048421224,444.491704305013
100
"skiplimit",540,100,433.64365895589196,448.6242930094401,448.6242930094401,418.3451334635417
"idlimit",540,100,441.55120849609375,467.220942179362,467.220942179362,465.15464782714844
545
10
"skiplimit",545,10,317.021572228634,368.5156504313151,363.98569742838544,315.4277801513672
"idlimit",545,10,291.02094245679456,307.7189127604167,296.2748209635417,290.5527750651042
20
"skiplimit",545,20,336.72650655110675,381.70814514160156,380.1981608072917,335.693359375
"idlimit",545,20,313.330264318557,324.6466318766276,320.75246175130206,312.8846486409505
30
"skiplimit",545,30,356.619818168774,400.70215861002606,400.70215861002606,352.2237141927083
"idlimit",545,30,341.0765999241879,350.3163655598958,350.3163655598958,344.4353739420573
40
"skiplimit",545,40,364.7350129627046,405.39105733235675,405.39105733235675,356.0384114583333
"idlimit",545,40,347.2112473987398,364.224116007487,364.224116007487,347.7732340494792
50
"skiplimit",545,50,376.4340371796579,422.1598307291667,422.1598307291667,358.89943440755206
"idlimit",545,50,382.7485171231356,391.0064697265625,391.0064697265625,382.7412923177083
60
"skiplimit",545,60,392.8343454996745,425.02085367838544,425.02085367838544,380.6749979654948
"idlimit",545,60,379.59416707356775,405.1526387532552,405.1526387532552,389.7349039713542
70
"skiplimit",545,70,398.53652318318683,427.48451232910156,427.48451232910156,388.7017567952474
"idlimit",545,70,401.228666305542,411.9873046875,411.9873046875,405.0731658935547
80
"skiplimit",545,80,411.3515218098958,438.92860412597656,438.92860412597656,394.98011271158856
"idlimit",545,80,430.2887689499628,442.0280456542969,442.0280456542969,431.5376281738281
90
"skiplimit",545,90,418.5040791829427,445.5248514811198,445.5248514811198,396.3311513264974
"idlimit",545,90,417.697997320266,449.26007588704425,449.26007588704425,438.92860412597656
100
"skiplimit",545,100,432.3720932006836,447.4322001139323,447.4322001139323,419.45775349934894
"idlimit",545,100,443.7632030910916,475.08875528971356,475.08875528971356,459.51207478841144
550
10
"skiplimit",550,10,318.33070697206443,372.012456258138,366.6877746582031,315.66619873046875
"idlimit",550,10,292.647968639027,311.5336100260417,304.0631612141927,290.23488362630206
20
"skiplimit",550,20,340.1154563540504,385.44336954752606,384.8870595296224,335.693359375
"idlimit",550,20,316.3871311006092,320.75246175130206,320.27562459309894,316.2225087483724
30
"skiplimit",550,30,351.9769300494278,395.9337870279948,395.9337870279948,347.6937611897786
"idlimit",550,30,332.6524767959327,339.4285837809245,339.4285837809245,333.46811930338544
40
"skiplimit",550,40,362.29406084333147,404.67580159505206,404.67580159505206,358.74048868815106
"idlimit",550,40,351.4176323300316,366.44935607910156,366.44935607910156,350.3958384195964
50
"skiplimit",550,50,381.0217886260061,421.20615641276044,421.20615641276044,373.0456034342448
"idlimit",550,50,372.70603757916075,377.49608357747394,377.49608357747394,371.77403767903644
60
"skiplimit",550,60,390.4183705647786,425.9745279947917,425.9745279947917,388.94017537434894
"idlimit",550,60,387.96265920003253,405.5500030517578,405.5500030517578,393.5496012369792
70
"skiplimit",550,70,407.90438652038574,435.74968973795575,435.74968973795575,400.78163146972656
"idlimit",550,70,411.23231252034503,418.2656606038411,418.2656606038411,407.93418884277344
80
"skiplimit",550,80,424.4872501918247,451.3263702392578,451.3263702392578,409.84153747558594
"idlimit",550,80,435.28420584542414,443.8559214274089,443.8559214274089,430.2660624186198
90
"skiplimit",550,90,428.69931175595235,454.5847574869792,454.5847574869792,415.48411051432294
"idlimit",550,90,427.6093982514881,452.99530029296875,452.99530029296875,447.1143086751302
100
"skiplimit",550,100,447.16729058159723,474.77086385091144,474.77086385091144,432.5707753499349
"idlimit",550,100,466.08183119032117,483.51287841796875,483.51287841796875,475.08875528971356
555
10
"skiplimit",555,10,323.98530415126254,378.8471221923828,377.1781921386719,319.2424774169922
"idlimit",555,10,304.94871593656995,330.3686777750651,318.606694539388,295.6390380859375
20
"skiplimit",555,20,340.81652050926573,395.13905843098956,381.4697265625,334.5807393391927
"idlimit",555,20,320.09681065877277,337.91859944661456,330.6070963541667,319.1630045572917
30
"skiplimit",555,30,356.84987118369656,393.94696553548175,393.94696553548175,357.9457600911458
"idlimit",555,30,339.2487241510759,351.11109415690106,351.11109415690106,336.01125081380206
40
"skiplimit",555,40,366.52315230596633,413.974126180013,413.974126180013,356.6741943359375
"idlimit",555,40,359.3876248314267,371.4561462402344,371.4561462402344,355.00526428222656
50
"skiplimit",555,50,383.64860746595593,422.7161407470703,422.7161407470703,386.87388102213544
"idlimit",555,50,370.3501489427355,382.1055094401042,382.1055094401042,375.7476806640625
60
"skiplimit",555,60,396.728515625,424.8619079589844,424.8619079589844,393.86749267578125
"idlimit",555,60,388.34412892659503,403.7221272786458,403.7221272786458,392.3575083414714
70
"skiplimit",555,70,408.1924756368001,445.36590576171875,445.36590576171875,395.13905843098956
"idlimit",555,70,412.19592094421387,436.3059997558594,436.3059997558594,407.85471598307294
80
"skiplimit",555,80,420.15030270531065,447.5911458333333,447.5911458333333,401.9737243652344
"idlimit",555,80,427.268800281343,437.10072835286456,437.10072835286456,427.8024037679036
90
"skiplimit",555,90,425.22521246047245,459.51207478841144,459.51207478841144,402.8479258219401
"idlimit",555,90,432.2528839111328,458.5584004720052,458.5584004720052,453.2337188720703
100
"skiplimit",555,100,438.8756222195096,449.97533162434894,449.97533162434894,429.47133382161456
"idlimit",555,100,446.372561984592,467.14146931966144,467.14146931966144,464.0420277913411
560
10
"skiplimit",560,10,325.049672807966,379.641850789388,373.60191345214844,325.6003061930339
"idlimit",560,10,296.8793823605492,314.633051554362,307.32154846191406,295.718510945638
20
"skiplimit",560,20,341.1003521510533,390.5296325683594,384.25127665201825,333.94495646158856
"idlimit",560,20,317.59057726178855,323.0571746826172,321.2292989095052,317.2556559244792
30
"skiplimit",560,30,354.69573840760347,400.78163146972656,400.78163146972656,344.5943196614583
"idlimit",560,30,335.735187195895,344.1174825032552,344.1174825032552,334.9781036376953
40
"skiplimit",560,40,366.3415000552223,412.0667775472005,412.0667775472005,358.1047058105469
"idlimit",560,40,354.5908700852167,361.0452016194661,361.0452016194661,355.00526428222656
50
"skiplimit",560,50,379.80741924709747,417.1530405680339,417.1530405680339,373.68138631184894
"idlimit",560,50,368.50240495469836,386.3970438639323,386.3970438639323,373.2045491536458
60
"skiplimit",560,60,392.63566335042316,420.8087921142578,420.8087921142578,383.53602091471356
"idlimit",560,60,382.7095031738281,395.77484130859375,395.77484130859375,389.0196482340495
70
"skiplimit",560,70,406.2354564666748,439.3259684244792,439.3259684244792,393.15223693847656
"idlimit",560,70,405.94736735026044,414.92780049641925,414.92780049641925,406.58315022786456
80
"skiplimit",560,80,419.50316656203495,448.7037658691406,448.7037658691406,403.0068715413411
"idlimit",560,80,426.0312943231492,437.8954569498698,437.8954569498698,428.91502380371094
90
"skiplimit",560,90,427.73428417387464,450.45216878255206,450.45216878255206,406.9805145263672
"idlimit",560,90,427.5299253917876,453.07477315266925,453.07477315266925,443.7764485677083
100
"skiplimit",560,100,443.5512754652235,462.7704620361328,462.7704620361328,434.0807596842448
"idlimit",560,100,448.50508371988934,471.5124766031901,471.5124766031901,462.1346791585286
565
10
"skiplimit",565,10,321.2055964776647,378.8471221923828,370.4229990641276,317.4146016438802
"idlimit",565,10,293.56437816954497,309.22889709472656,306.5268198649089,291.8243408203125
20
"skiplimit",565,20,337.61989111187813,387.6686096191406,378.60870361328125,336.4880879720052
"idlimit",565,20,314.0246731111373,327.3487091064453,322.262446085612,312.64623006184894
30
"skiplimit",565,30,349.51327139871165,395.69536844889325,395.69536844889325,344.8327382405599
"idlimit",565,30,334.2586651183011,339.66700236002606,339.66700236002606,333.54759216308594
40
"skiplimit",565,40,365.7817840576172,406.42420450846356,406.42420450846356,357.3099772135417
"idlimit",565,40,349.0447998046875,358.5020701090495,358.5020701090495,352.2237141927083
50
"skiplimit",565,50,378.3040576510959,418.1067148844401,418.1067148844401,376.2245178222656
"idlimit",565,50,367.1182526482476,387.03282674153644,387.03282674153644,368.8335418701172
60
"skiplimit",565,60,390.17995198567706,419.6961720784505,419.6961720784505,392.8343454996745
"idlimit",565,60,385.4910532633463,397.4437713623047,397.4437713623047,391.6422526041667
70
"skiplimit",565,70,403.4925390172888,433.20655822753906,433.20655822753906,389.4964853922526
"idlimit",565,70,399.1303620515046,414.05359903971356,414.05359903971356,407.85471598307294
80
"skiplimit",565,80,413.53702545166016,447.98851013183594,447.98851013183594,400.38426717122394
"idlimit",565,80,412.2058550516764,447.5911458333333,447.5911458333333,429.232915242513
90
"skiplimit",565,90,427.1439143589565,451.88268025716144,451.88268025716144,412.30519612630206
"idlimit",565,90,428.79013788132437,450.9290059407552,450.9290059407552,448.38587443033856
100
"skiplimit",565,100,442.0545366075304,464.51886494954425,464.51886494954425,437.10072835286456
"idlimit",565,100,452.0416259765625,469.8435465494792,469.8435465494792,464.7572835286458
570
10
"skiplimit",570,10,330.7520994666027,386.15862528483075,384.1718037923177,328.30238342285156
"idlimit",570,10,305.9203164619312,314.39463297526044,313.4409586588542,304.5399983723958
20
"skiplimit",570,20,340.10273286665995,388.22491963704425,386.87388102213544,337.36228942871094
"idlimit",570,20,315.91831952676006,325.6003061930339,320.27562459309894,315.4277801513672
30
"skiplimit",570,30,353.2652269329941,397.60271708170575,397.60271708170575,349.20374552408856
"idlimit",570,30,337.1489675421464,347.9321797688802,347.9321797688802,336.9649251302083
40
"skiplimit",570,40,365.47448900010846,413.4972890218099,413.4972890218099,357.70734151204425
"idlimit",570,40,349.61700439453125,358.81996154785156,358.81996154785156,352.3826599121094
50
"skiplimit",570,50,377.4563471476237,418.5040791829427,418.5040791829427,372.88665771484375
"idlimit",570,50,369.66800689697266,387.50966389973956,387.50966389973956,369.86668904622394
60
"skiplimit",570,60,392.2780354817708,429.8686981201172,429.8686981201172,391.7217254638672
"idlimit",570,60,386.0791524251302,403.6426544189453,403.6426544189453,390.76805114746094
70
"skiplimit",570,70,408.8878631591797,434.9549611409505,434.9549611409505,402.60950724283856
"idlimit",570,70,410.0799560546875,430.3455352783203,430.3455352783203,421.20615641276044
80
"skiplimit",570,80,424.26586151123047,462.7704620361328,462.7704620361328,409.3647003173828
"idlimit",570,80,412.33499844868976,439.8028055826823,439.8028055826823,426.7692565917969
90
"skiplimit",570,90,428.05217561267676,451.4853159586589,451.4853159586589,412.4641418457031
"idlimit",570,90,430.65207345145086,455.53843180338544,455.53843180338544,444.17381286621094
100
"skiplimit",570,100,441.60419040256073,457.52525329589844,457.52525329589844,434.00128682454425
"idlimit",570,100,452.3727628919813,471.43300374348956,471.43300374348956,464.51886494954425
575
10
"skiplimit",575,10,321.5362285745555,379.5623779296875,375.827153523763,322.8982289632161
"idlimit",575,10,292.6944316118613,304.5399983723958,299.4537353515625,292.3806508382161
20
"skiplimit",575,20,342.1087374632386,393.3111826578776,392.2780354817708,332.91180928548175
"idlimit",575,20,316.2471727393139,325.4413604736328,322.7392832438151,314.95094299316406
30
"skiplimit",575,30,353.8409868876139,410.6362660725911,410.6362660725911,352.1442413330078
"idlimit",575,30,368.9209620157878,383.456548055013,383.456548055013,341.09751383463544
40
"skiplimit",575,40,374.5555877685547,428.0408223470052,428.0408223470052,360.568364461263
"idlimit",575,40,352.3826599121094,370.5024719238281,370.5024719238281,351.5879313151042
50
"skiplimit",575,50,377.6815202501085,418.3451334635417,418.3451334635417,366.1314646402995
"idlimit",575,50,372.76082568698456,393.5496012369792,393.5496012369792,373.1250762939453
60
"skiplimit",575,60,393.64496866861975,424.30559794108075,424.30559794108075,404.04001871744794
"idlimit",575,60,383.2817077636719,392.1985626220703,392.1985626220703,388.3043924967448
70
"skiplimit",575,70,399.8456177888093,432.65024820963544,432.65024820963544,388.3043924967448
"idlimit",575,70,396.56956990559894,414.92780049641925,414.92780049641925,407.93418884277344
80
"skiplimit",575,80,414.3317540486654,444.8095957438151,444.8095957438151,395.77484130859375
"idlimit",575,80,410.54685910542804,429.9481709798177,429.9481709798177,428.4381866455078
90
"skiplimit",575,90,427.7229309082031,450.6905873616536,450.6905873616536,412.7820332845052
"idlimit",575,90,430.83372570219495,453.07477315266925,453.07477315266925,441.3127899169922
100
"skiplimit",575,100,446.71694437662757,470.0024922688802,470.0024922688802,433.4449768066406
"idlimit",575,100,451.72373453776044,476.9166310628255,476.9166310628255,461.578369140625
580
10
"skiplimit",580,10,326.13058199827697,383.7744394938151,383.53602091471356,321.30877176920575
"idlimit",580,10,293.78238765672705,308.11627705891925,305.2552541097005,293.1753794352214
20
"skiplimit",580,20,343.377562775009,398.47691853841144,387.50966389973956,337.28281656901044
"idlimit",580,20,314.93450033253635,327.6666005452474,326.6334533691406,313.4409586588542
30
"skiplimit",580,30,353.1893094380697,401.8147786458333,401.8147786458333,348.2500712076823
"idlimit",580,30,334.1158231099447,348.5679626464844,348.5679626464844,333.46811930338544
40
"skiplimit",580,40,367.13812086317273,413.3383433024089,413.3383433024089,357.0715586344401
"idlimit",580,40,349.19314914279516,360.32994588216144,360.32994588216144,350.5547841389974
50
"skiplimit",580,50,380.7677163018121,417.7093505859375,417.7093505859375,370.34352620442706
"idlimit",580,50,369.52230665418836,384.0128580729167,384.0128580729167,372.4892934163411
60
"skiplimit",580,60,390.68857828776044,423.5108693440755,423.5108693440755,390.68857828776044
"idlimit",580,60,390.17995198567706,409.20575459798175,409.20575459798175,391.5627797444661
70
"skiplimit",580,70,403.1658172607422,432.4913024902344,432.4913024902344,394.4238026936849
"idlimit",580,70,396.1368843361183,414.6893819173177,414.6893819173177,404.35791015625
80
"skiplimit",580,80,415.61325391133624,455.69737752278644,455.69737752278644,404.04001871744794
"idlimit",580,80,412.4939441680908,439.2464955647786,439.2464955647786,430.5839538574219
90
"skiplimit",580,90,430.60666038876485,445.6837972005208,445.6837972005208,415.7225290934245
"idlimit",580,90,429.26697503952755,452.28004455566406,452.28004455566406,444.4122314453125
100
"skiplimit",580,100,441.55120849609375,467.6977793375651,467.6977793375651,436.94178263346356
"idlimit",580,100,454.2138841417101,471.98931376139325,471.98931376139325,465.63148498535156
585
10
"skiplimit",585,10,324.5927519717459,379.0855407714844,375.50926208496094,323.6134847005208
"idlimit",585,10,297.5558157021043,399.58953857421875,309.3878428141276,290.5527750651042
20
"skiplimit",585,20,341.3279851277669,397.5232442220052,390.4501597086589,337.0443979899089
"idlimit",585,20,313.5999043782552,326.5539805094401,320.9908803304036,314.39463297526044
30
"skiplimit",585,30,355.2436828613281,397.3642985026042,397.3642985026042,352.8594970703125
"idlimit",585,30,334.2350323994955,339.9848937988281,339.9848937988281,333.3091735839844
40
"skiplimit",585,40,365.91953701443146,405.1526387532552,405.1526387532552,366.2109375
"idlimit",585,40,351.52435302734375,365.17779032389325,365.17779032389325,351.7468770345052
50
"skiplimit",585,50,382.595592074924,418.1067148844401,418.1067148844401,382.2644551595052
"idlimit",585,50,370.0388802422417,376.70135498046875,376.70135498046875,372.25087483723956
60
"skiplimit",585,60,401.4730453491211,440.1206970214844,440.1206970214844,390.13226826985675
"idlimit",585,60,400.35247802734375,416.75567626953125,416.75567626953125,402.21214294433594
70
"skiplimit",585,70,406.5654895923756,436.94178263346356,436.94178263346356,395.2980041503906
"idlimit",585,70,401.2408079924407,421.76246643066406,421.76246643066406,410.31837463378906
80
"skiplimit",585,80,419.1100597381592,447.19378153483075,447.19378153483075,413.57676188151044
"idlimit",585,80,416.07022285461426,438.84913126627606,438.84913126627606,430.02764383951825
90
"skiplimit",585,90,430.43636140369233,452.6774088541667,452.6774088541667,416.2788391113281
"idlimit",585,90,432.9681396484375,452.99530029296875,452.99530029296875,446.00168863932294
100
"skiplimit",585,100,444.39898596869574,467.61830647786456,467.61830647786456,433.20655822753906
"idlimit",585,100,454.75694868299695,468.0156707763672,468.0156707763672,460.9425862630208
590
10
"skiplimit",590,10,326.8301150219589,385.284423828125,384.7281138102214,324.249267578125
"idlimit",590,10,294.0199469442422,307.7189127604167,300.1689910888672,293.0164337158203
20
"skiplimit",590,20,343.9691331651476,394.66222127278644,392.913818359375,339.1106923421224
"idlimit",590,20,315.88077545166016,331.56077067057294,324.6466318766276,315.1098887125651
30
"skiplimit",590,30,356.7934036254883,405.39105733235675,405.39105733235675,357.62786865234375
"idlimit",590,30,337.63249715169275,350.3958384195964,350.3958384195964,337.75965372721356
40
"skiplimit",590,40,369.38455369737414,411.9873046875,411.9873046875,368.43617757161456
"idlimit",590,40,354.21583387586804,371.77403767903644,371.77403767903644,353.17738850911456
50
"skiplimit",590,50,384.24465391370984,430.82237243652344,430.82237243652344,378.60870361328125
"idlimit",590,50,371.65482838948566,379.24448649088544,379.24448649088544,372.7277119954427
60
"skiplimit",590,60,396.58546447753906,431.6965738932292,431.6965738932292,384.8075866699219
"idlimit",590,60,426.3480504353841,464.51886494954425,464.51886494954425,392.9932912190755
70
"skiplimit",590,70,408.94967538339125,440.0412241617839,440.0412241617839,394.1059112548828
"idlimit",590,70,409.92984065303096,423.27245076497394,423.27245076497394,415.4046376546224
80
"skiplimit",590,80,425.01091957092285,447.98851013183594,447.98851013183594,418.8219706217448
"idlimit",590,80,419.7855790456136,435.9881083170573,435.9881083170573,431.7760467529297
90
"skiplimit",590,90,433.84234110514325,465.71095784505206,465.71095784505206,416.5172576904297
"idlimit",590,90,438.89454432896207,465.07517496744794,465.07517496744794,453.2337188720703
100
"skiplimit",590,100,451.14093356662323,475.5655924479167,475.5655924479167,435.19337972005206
"idlimit",590,100,457.84314473470056,478.2676696777344,478.2676696777344,459.35312906901044
595
10
"skiplimit",595,10,338.3636474609375,399.3511199951172,388.5428110758464,335.85230509440106
"idlimit",595,10,297.06027772691516,323.29559326171875,310.73888142903644,294.8443094889323
20
"skiplimit",595,20,366.34604136149085,429.47133382161456,411.5899403889974,355.1642100016276
"idlimit",595,20,319.2424774169922,327.74607340494794,327.2692362467448,317.7324930826823
30
"skiplimit",595,30,363.8585408528646,417.629877726237,417.629877726237,356.1178843180339
"idlimit",595,30,340.76770146687824,353.9721171061198,353.9721171061198,337.9980723063151
40
"skiplimit",595,40,374.4867112901475,418.02724202473956,418.02724202473956,369.70774332682294
"idlimit",595,40,358.4543863932292,375.0324249267578,375.0324249267578,353.89264424641925
50
"skiplimit",595,50,384.8738140530057,427.40503946940106,427.40503946940106,390.05279541015625
"idlimit",595,50,374.0257687038846,377.41661071777344,377.41661071777344,372.25087483723956
60
"skiplimit",595,60,397.84908294677734,438.2928212483724,438.2928212483724,384.8870595296224
"idlimit",595,60,394.1933314005534,413.974126180013,413.974126180013,394.4238026936849
70
"skiplimit",595,70,411.1925760904948,445.0480143229167,445.0480143229167,393.3111826578776
"idlimit",595,70,403.84575172706883,421.5240478515625,421.5240478515625,405.39105733235675
80
"skiplimit",595,80,421.5041796366374,454.4258117675781,454.4258117675781,416.04042053222656
"idlimit",595,80,424.9413808186849,437.10072835286456,437.10072835286456,429.8686981201172
90
"skiplimit",595,90,435.28420584542414,455.1410675048828,455.1410675048828,420.7293192545573
"idlimit",595,90,439.0875498453776,465.7904307047526,465.7904307047526,445.6043243408203
100
"skiplimit",595,100,449.4322670830621,477.3934682210286,477.3934682210286,436.2265268961589
"idlimit",595,100,491.6058646308051,497.6590474446615,497.6590474446615,480.96974690755206
600
10
"skiplimit",600,10,329.8521041870117,395.69536844889325,383.53602091471356,326.7923990885417
"idlimit",600,10,296.7463599310981,315.66619873046875,308.2752227783203,295.48009236653644
20
"skiplimit",600,20,344.94135114881726,399.66901143391925,398.79480997721356,341.73329671223956
"idlimit",600,20,324.5857026841905,355.8794657389323,346.26324971516925,318.84511311848956
30
"skiplimit",600,30,359.9882125854492,413.73570760091144,413.73570760091144,352.70055135091144
"idlimit",600,30,339.7504488627116,350.1574198404948,350.1574198404948,337.75965372721356
40
"skiplimit",600,40,375.21256340874567,428.7560780843099,428.7560780843099,368.99248758951825
"idlimit",600,40,355.36554124620227,373.4429677327474,373.4429677327474,353.5747528076172
50
"skiplimit",600,50,384.49631796942816,426.5308380126953,426.5308380126953,378.2113393147786
"idlimit",600,50,375.0920295715332,391.32436116536456,391.32436116536456,371.4561462402344
60
"skiplimit",600,60,398.57228597005206,436.703364054362,436.703364054362,391.96014404296875
"idlimit",600,60,397.0543543497721,409.84153747558594,409.84153747558594,392.75487263997394
70
"skiplimit",600,70,410.39784749348956,441.55120849609375,441.55120849609375,393.94696553548175
"idlimit",600,70,404.10183094165944,419.45775349934894,419.45775349934894,408.01366170247394
80
"skiplimit",600,80,423.78902435302734,456.2536875406901,456.2536875406901,415.1662190755208
"idlimit",600,80,418.54381561279297,442.9817199707031,442.9817199707031,428.83555094401044
90
"skiplimit",600,90,437.48673938569567,460.4657491048177,460.4657491048177,412.5436147054036
"idlimit",600,90,440.5975341796875,461.33995056152344,461.33995056152344,445.9222157796224
100
"skiplimit",600,100,447.445445590549,475.16822814941406,475.16822814941406,434.71654256184894
"idlimit",600,100,465.9228854709201,479.9365997314453,479.9365997314453,468.0156707763672
605
10
"skiplimit",605,10,331.4265787927179,399.51006571451825,382.6618194580078,326.8718719482422
"idlimit",605,10,295.14135558748507,312.80517578125,303.8247426350911,293.97010803222656
20
"skiplimit",605,20,346.4016863094863,409.6825917561849,395.13905843098956,338.47490946451825
"idlimit",605,20,316.9634008920321,336.01125081380206,328.93816630045575,315.3483072916667
30
"skiplimit",605,30,359.0318891737196,413.1793975830078,407.0599873860677,353.73369852701825
"idlimit",605,30,333.4719037252759,345.9453582763672,342.6869710286458,333.62706502278644
40
"skiplimit",605,40,371.57535552978516,412.7820332845052,412.7820332845052,372.88665771484375
"idlimit",605,40,352.3826599121094,362.15782165527344,362.15782165527344,354.2105356852214
50
"skiplimit",605,50,395.05958557128906,442.26646423339844,442.26646423339844,381.0723622639974
"idlimit",605,50,366.4921491574018,383.3770751953125,383.3770751953125,371.5356190999349
60
"skiplimit",605,60,396.5117714621804,436.862309773763,436.862309773763,388.14544677734375
"idlimit",605,60,383.24702869762075,398.79480997721356,398.79480997721356,390.76805114746094
70
"skiplimit",605,70,410.2035805031105,437.4186197916667,437.4186197916667,398.39744567871094
"idlimit",605,70,411.4133340341074,423.27245076497394,423.27245076497394,412.94097900390625
80
"skiplimit",605,80,477.30406125386554,481.60552978515625,481.60552978515625,432.4913024902344
